Entry,Customer Placed Order Time(min),Placed Order with Restaurant Time(min),OPtoORTime(min)Delta,Driver at Restaurant Time(min),DRfmOPTime(min) Delta,DRfmORTime(min) Delta,Delivered to Customer Time(min),OCfmOPTime(min) Delta,OCfmORTime(min) Delta,OCfmDRTime(min) Delta,Driver ID,Restaurant ID,Consumer ID,Delivery Region,Is ASAP,Order total,Amount of discount,Amount of tip,Refunded amount
4948,1042,1100,58,0,-1042,-1100,1156,114,57,1156,147,211,190318,Palo Alto,FALSE,21.71,6,1,0
4969,96,120,24,124,28,5,188,92,68,64,149,28,3175,Palo Alto,TRUE,92.46,0,0,0
4975,112,124,11,142,30,19,181,69,57,39,149,200,13490,Palo Alto,TRUE,39.11,0,3.04,0
4979,111,182,71,226,115,44,244,133,62,18,149,63,4018,Palo Alto,FALSE,60.16,0,2.49,0
4982,4,36,33,58,54,22,73,69,37,15,149,106,24920,Palo Alto,FALSE,124.11,0,5.14,0
4984,125,138,14,0,-125,-138,193,69,55,193,149,84,8980,Palo Alto,TRUE,53.31,6,2.67,0
4989,97,101,5,120,23,18,165,68,64,45,150,20,21917,Palo Alto,TRUE,44.39,0,1.76,10.97
4995,42,44,2,116,73,71,132,90,88,17,151,10,75010,Palo Alto,TRUE,144.68,6,12.2,0
4996,37,49,11,69,31,20,104,66,55,35,151,233,1925,Palo Alto,TRUE,48.51,0,3.9,0
5006,103,1063,960,1101,998,38,1129,1026,66,28,152,9,6317,Palo Alto,FALSE,33.68,0,1.27,0
5007,1028,1030,2,1093,65,63,1117,89,86,24,152,83,4429,Palo Alto,FALSE,131.79,0,11.01,0
5012,1191,1216,26,1245,55,29,1264,73,47,18,152,68,9732,Palo Alto,TRUE,26.06,0,0.92,0
5013,1159,1171,11,1174,14,3,1231,72,60,57,152,10,68226,Palo Alto,TRUE,151.64,6,3,0
5014,1021,1047,26,1097,76,50,1115,94,68,18,152,6,42853,Palo Alto,FALSE,161.15,0,6.85,0
5016,1145,1146,1,1204,59,59,1241,96,96,37,152,107,41090,Palo Alto,TRUE,21.17,0,0.69,21.86
5021,1010,1111,101,1147,137,36,1169,159,58,22,152,62,1967,Palo Alto,FALSE,55.38,0,2.27,0
5030,135,154,19,172,38,18,199,64,45,27,152,6,8190,Palo Alto,TRUE,61.35,0,5.09,0
5031,1112,1125,14,1171,60,46,1197,85,72,26,152,221,69987,Palo Alto,FALSE,31.49,0,2.34,0
5035,1049,1090,41,0,-1049,-1090,1125,76,35,1125,152,12,4484,Palo Alto,FALSE,56.79,0,7,0
5040,15,39,25,81,66,42,100,85,61,19,154,92,8087,Palo Alto,FALSE,42.32,0,2.12,0
5045,1274,1285,11,1324,49,39,1369,95,84,45,154,124,1160,Palo Alto,TRUE,19.04,0,0.59,0
5052,1046,1079,33,1143,98,64,1152,106,73,9,154,63,75877,Palo Alto,FALSE,201.23,0,8.7,0
5054,1064,1080,16,0,-1064,-1080,1125,61,45,1125,154,84,13948,Palo Alto,FALSE,79.19,0,10.09,0
5056,128,150,22,0,-128,-150,212,84,62,212,154,68,12280,Palo Alto,TRUE,68.86,0,5.78,0
5058,56,89,33,109,53,19,118,62,29,9,154,70,11959,Palo Alto,FALSE,42.19,0,1.66,0
5064,117,118,1,0,-117,-118,184,67,66,184,154,241,18491,Palo Alto,TRUE,63.54,0,3.18,0
5065,67,69,3,105,38,35,139,73,70,34,154,20,8414,Palo Alto,TRUE,35.8,0,2.74,0
5066,1112,1139,27,1175,63,36,1194,82,55,19,154,124,11059,Palo Alto,TRUE,28.83,0,3.14,0
5072,15,56,40,0,-15,-56,95,79,39,95,154,83,6516,Palo Alto,FALSE,93.71,0,4.03,0
5079,1101,1155,55,1167,66,11,1179,78,24,12,154,9,4484,Palo Alto,FALSE,32.54,0,3.66,0
5084,1122,1149,28,1167,45,17,1193,72,44,27,154,78,1868,Palo Alto,TRUE,18.45,0,1.71,0
5087,131,143,12,186,55,42,209,78,65,23,154,107,7991,Palo Alto,TRUE,46.67,0,4.67,0
5088,1047,1049,3,1121,74,71,1142,95,92,21,154,233,98888,Palo Alto,FALSE,167.72,0,0,0
5090,137,173,35,0,-137,-173,218,80,45,218,154,68,7932,Palo Alto,TRUE,29.93,0,1.5,0
5091,111,112,1,124,13,12,177,66,65,53,154,8,1096,Palo Alto,TRUE,28.73,0,1.04,0
5093,1239,1267,28,0,-1239,-1267,1315,76,48,1315,154,69,129,Palo Alto,TRUE,26.61,0,1.89,0
5107,990,1053,63,1135,145,82,1150,160,97,15,154,58,7375,Palo Alto,FALSE,203.3,0,8.79,0
5111,984,1068,84,1122,138,53,1155,171,87,33,154,124,1573,Palo Alto,FALSE,94.08,0,4.04,0
5112,60,80,20,0,-60,-80,121,61,41,121,154,104,705,Palo Alto,TRUE,67.99,0,5.7,0
5115,1207,1213,6,1220,13,7,1270,63,57,50,154,19,514,Palo Alto,TRUE,142.01,142.01,5.97,0
5116,1103,1136,33,1170,67,34,1176,74,40,6,154,28,3987,Palo Alto,FALSE,90.99,0,3.9,0
5129,475,1084,609,1118,643,34,1127,652,43,9,154,249,14618,Palo Alto,FALSE,89.25,6,7.65,0
5130,26,62,36,0,-26,-62,96,70,34,96,154,62,12579,Palo Alto,FALSE,63.53,0,7.93,0
5132,931,1102,171,1133,202,31,1145,214,43,12,154,9,4990,Palo Alto,FALSE,21.71,0,0.72,0
5134,1039,1075,36,1118,79,43,1146,107,71,28,154,12,6799,Palo Alto,FALSE,81.84,0,3.48,0
5136,917,1120,202,1154,237,35,1160,243,41,6,154,8,4204,Palo Alto,FALSE,22.86,0,2.29,0
5138,1160,1179,19,1194,34,15,1224,64,46,30,154,226,3008,Palo Alto,TRUE,25.52,0,1.28,0
5142,0,75,75,0,0,-75,148,148,73,148,154,94,10414,Palo Alto,TRUE,57.93,0,4.77,62.7
5143,1063,1069,6,1136,72,67,1150,87,81,14,154,114,28879,Palo Alto,FALSE,140.28,0,0,0
5149,183,184,1,212,29,28,244,61,60,32,154,8,1160,Palo Alto,TRUE,68.97,0,2.89,0
5156,75,117,43,127,53,10,150,75,33,23,154,5,1634,Palo Alto,TRUE,120.8,0,5,0
5157,1091,1139,48,1150,59,11,1156,65,17,6,154,12,3699,Palo Alto,FALSE,23.78,0,1.63,0
5158,1143,1176,34,0,-1143,-1176,1206,63,30,1206,154,72,194116,Palo Alto,TRUE,16.36,6,0.47,0
5160,1140,1142,3,1169,30,27,1223,83,81,54,154,68,13567,Palo Alto,TRUE,152.07,0,8,0
5164,1263,1286,23,0,-1263,-1286,1326,63,40,1326,154,6,1850,Palo Alto,TRUE,26.61,0,1.33,0
5165,43,62,19,0,-43,-62,117,74,55,117,154,94,41470,Palo Alto,TRUE,82.4,0,3.51,0
5167,934,1066,132,1116,182,50,1133,198,66,16,154,8,3678,Palo Alto,FALSE,31.56,0,1.58,0
5168,1223,1236,14,1282,60,46,1295,72,59,12,154,68,2255,Palo Alto,TRUE,28.84,0,3,0
5172,33,61,28,0,-33,-61,103,70,42,103,154,58,94563,Palo Alto,FALSE,87.51,6,3.74,0
5173,1134,1160,25,1219,85,59,1237,103,78,18,154,107,13948,Palo Alto,TRUE,130.27,0,16.31,45.02
5178,172,212,40,0,-172,-212,263,91,51,263,154,91,3714,Palo Alto,TRUE,34.82,0,1.74,0
5183,23,26,3,68,45,42,86,63,60,18,154,63,8086,Palo Alto,FALSE,56.9,0,2.85,0
5184,1056,1068,11,1111,54,43,1127,70,59,16,154,48,12030,Palo Alto,FALSE,175.07,0,12.7,0
5189,1019,1088,68,1119,100,31,1133,114,46,14,154,12,9811,Palo Alto,FALSE,23.18,0,2.37,0
5200,35,53,19,89,54,36,101,66,47,12,154,28,1297,Palo Alto,TRUE,82.29,0,3.5,0
5202,1116,1146,30,1158,43,13,1192,77,47,34,154,59,155968,Palo Alto,TRUE,97.31,6,4.19,27.05
5214,1061,1074,13,1113,52,39,1134,73,60,21,154,83,11247,Palo Alto,FALSE,62.93,0,2.61,0
5216,1166,1177,12,0,-1166,-1177,1254,88,77,1254,154,68,1075,Palo Alto,FALSE,74.3,0,3.14,0
5219,95,97,3,122,27,25,189,94,91,67,154,76,12715,Palo Alto,TRUE,23.89,0,0,0
5223,1044,1045,1,0,-1044,-1045,1137,93,92,1137,154,58,91848,Palo Alto,FALSE,234.23,0,10.21,0
5225,963,1068,106,0,-963,-1068,1116,154,48,1116,154,68,5538,Palo Alto,FALSE,62.55,0,5.2,0
5229,878,1194,316,1201,323,7,1217,339,23,16,154,12,9941,Palo Alto,FALSE,17.89,0,2,0
5246,1080,1137,57,1166,86,29,1174,94,37,8,154,9,3669,Palo Alto,FALSE,20.14,0,1.01,0
5253,187,192,4,211,24,19,254,67,62,43,155,111,56761,Mountain View,TRUE,61.46,0,5.1,0
5254,15,18,2,50,35,33,93,77,75,42,155,111,8857,Mountain View,TRUE,130.97,0,5.47,0
5255,1235,1247,12,1280,45,33,1300,64,52,19,155,221,11482,Mountain View,TRUE,37.37,0,4.32,0
5256,38,40,2,108,70,68,127,89,87,19,155,45,109918,Mountain View,TRUE,62.44,6,2.59,0
5259,83,103,20,137,54,34,155,72,52,18,155,212,7050,Mountain View,TRUE,21.22,0,3.18,0
5264,13,29,16,75,62,46,94,81,66,19,155,252,28862,Mountain View,TRUE,51.13,0,2.07,0
5273,117,152,35,157,40,5,186,68,34,29,155,251,9695,Mountain View,TRUE,31.99,0,1.19,0
5279,960,1038,77,0,-960,-1038,1175,215,138,1175,155,241,1011,Mountain View,FALSE,357.25,0,47.62,0
5283,127,147,19,178,51,32,205,78,59,27,155,87,12404,Mountain View,TRUE,51.08,0,6.21,0
5287,14,17,3,74,59,56,86,72,69,13,155,41,8849,Mountain View,FALSE,90.23,0,4.51,0
5288,113,134,21,172,59,38,195,81,61,23,155,205,3840,Mountain View,TRUE,49.83,0,2.49,0
5291,1235,1273,38,0,-1235,-1273,1308,72,35,1308,155,121,5569,Mountain View,TRUE,36.99,0,1.42,0
5293,112,148,36,0,-112,-148,177,65,29,177,155,224,1324,Palo Alto,TRUE,35.36,5,2.7,0
5300,243,244,0,262,19,19,307,64,63,45,155,98,9466,Mountain View,TRUE,16.82,0,0.84,0
5303,207,232,25,254,47,22,274,67,42,20,155,217,22727,Mountain View,TRUE,29.87,0,1.09,0
5310,126,134,8,184,59,50,211,86,77,27,155,63,35250,Mountain View,TRUE,86.31,0,4.32,0
5312,1119,1125,7,0,-1119,-1125,1204,85,79,1204,155,36,47200,Mountain View,TRUE,48.36,0,2.42,0
5314,30,32,2,0,-30,-32,104,74,71,104,155,76,81999,Mountain View,TRUE,75.33,0,6.37,0
5315,1138,1175,37,0,-1138,-1175,1249,111,74,1249,155,54,192601,Mountain View,TRUE,105.51,6,4.57,0
5316,1096,1109,12,1144,48,35,1158,62,49,14,155,44,78089,Mountain View,FALSE,41.72,0,3,0
5321,113,150,37,0,-113,-150,190,77,40,190,155,224,14252,Mountain View,TRUE,53.85,0,2.69,0
5323,142,148,6,186,44,38,206,64,58,20,155,7,97324,Mountain View,TRUE,29.33,0,3.21,0
5329,167,170,3,218,51,48,243,76,73,25,155,98,9405,Mountain View,TRUE,28.29,0,2.05,0
5332,1190,1228,37,0,-1190,-1228,1257,67,29,1257,155,264,9979,Mountain View,FALSE,24.49,0,1.22,0
5334,1008,1045,37,0,-1008,-1045,1175,166,130,1175,155,241,1011,Mountain View,FALSE,32.08,0,2.39,0
5342,93,112,19,125,32,13,154,61,42,29,155,217,74459,Mountain View,TRUE,41.88,0,4.95,0
5344,88,108,21,0,-88,-108,151,63,43,151,155,121,1074,Mountain View,TRUE,55.86,0,2.29,0
5347,11,13,2,59,48,46,74,63,61,15,155,64,21850,Mountain View,FALSE,38.03,0,2.94,0
5349,1030,1086,56,1097,67,11,1116,86,30,19,155,29,2435,Mountain View,FALSE,36.88,0,4.26,0
5350,1214,1242,28,0,-1214,-1242,1285,71,43,1285,155,109,60669,Palo Alto,TRUE,33.15,0,1.66,0
5351,1050,1078,28,0,-1050,-1078,1114,64,36,1114,155,88,4507,Mountain View,FALSE,14.13,0,0.71,0
5353,187,215,28,235,48,20,268,81,53,33,155,224,11586,Mountain View,TRUE,89.74,0,8.97,0
5362,1212,1245,33,0,-1212,-1245,1296,85,52,1296,155,76,73104,Palo Alto,TRUE,21.71,0,1.44,0
5363,89,90,2,132,43,41,160,72,70,29,155,46,2840,Mountain View,TRUE,140.11,0,7.01,0
5366,234,234,1,277,43,42,310,76,76,33,155,38,43051,Mountain View,TRUE,167.89,0,8.39,0
5373,40,68,29,93,53,25,114,75,46,21,155,90,2404,Mountain View,TRUE,61.79,0,2.56,0
5376,102,109,8,0,-102,-109,168,67,59,168,155,241,41703,Mountain View,TRUE,35.85,0,3.59,0
5378,1245,1249,3,1314,69,66,1321,76,73,7,155,98,6570,Mountain View,TRUE,19.49,0,5,0
5379,173,193,20,0,-173,-193,234,61,41,234,155,77,32281,Mountain View,TRUE,42.98,0,1.7,0
5381,133,190,57,0,-133,-190,229,96,39,229,155,76,67094,Mountain View,FALSE,26.01,0,2.76,0
5382,1126,1151,25,1173,47,22,1194,68,43,21,155,26,1058,Mountain View,TRUE,22.26,0,0.74,0
5386,233,259,26,283,50,24,306,73,47,23,155,53,11329,Mountain View,TRUE,59.72,0,4.94,0
5387,82,88,6,138,56,50,155,72,66,17,155,87,1462,Mountain View,TRUE,96.48,0,0,0
5390,1210,1249,39,0,-1210,-1249,1273,63,25,1273,155,212,3040,Mountain View,TRUE,14.27,0,0.38,0
5394,1222,1273,51,1280,58,7,1289,67,16,8,156,18,879,Palo Alto,FALSE,15.22,0,0.76,0
5403,1035,1057,22,0,-1035,-1057,1100,65,43,1100,156,47,4226,Palo Alto,FALSE,45.69,0,1.82,0
5406,41,52,11,58,17,6,120,79,67,61,156,28,9267,Palo Alto,TRUE,74.19,0,6.27,0
5414,60,85,24,0,-60,-85,142,81,57,142,156,27,18491,Palo Alto,TRUE,58.04,0,8.71,0
5421,1087,1105,19,1144,58,39,1159,72,53,15,156,84,1925,Palo Alto,FALSE,53.09,0,2.65,0
5437,3,83,80,96,93,13,109,106,26,13,156,5,3214,Palo Alto,FALSE,53.8,0,6.59,0
5444,13,140,127,157,144,17,181,169,41,24,156,324,3949,Palo Alto,FALSE,39.71,15,3.1,0
5460,55,145,89,0,-55,-145,194,139,49,194,156,99,7608,Palo Alto,FALSE,60.7,0,6.07,0
5472,1097,1112,15,1131,34,19,1178,81,66,47,156,19,2575,Palo Alto,FALSE,34.76,0,0,0
5478,1033,1105,72,0,-1033,-1105,1132,99,27,1132,156,124,10245,Palo Alto,FALSE,35.36,0,1.35,0
5481,68,132,64,0,-68,-132,172,104,40,172,156,9,4440,Palo Alto,FALSE,23.89,0,0,0
5496,5,48,43,53,48,5,75,71,27,23,156,72,6245,Palo Alto,FALSE,52.52,0,0,0
5509,983,1223,240,1239,256,16,1248,265,25,9,156,9,767,Palo Alto,FALSE,74.4,0,0,0
5518,1057,1109,52,1132,75,23,1150,93,41,19,157,76,66267,Palo Alto,FALSE,27.64,0,1.99,0
5522,120,122,2,148,28,26,184,64,62,36,157,20,11321,Palo Alto,TRUE,71.52,0,6.02,20.97
5531,69,91,22,97,28,6,153,84,62,56,157,48,2353,Palo Alto,TRUE,50.97,0,2.06,0
5536,1048,1081,34,1142,94,60,1151,103,70,9,157,360,4484,Palo Alto,FALSE,153.27,0,19.48,0
5548,33,60,27,77,45,18,97,64,37,19,157,3,14043,Palo Alto,FALSE,79.24,0,3.36,0
5554,55,55,0,66,11,11,125,70,70,59,159,107,76972,Palo Alto,TRUE,45.64,0,1.82,0
5564,62,62,0,112,50,49,133,71,70,21,159,20,10968,Palo Alto,TRUE,30.41,0,1.12,0
5589,118,137,18,145,27,8,182,64,46,38,160,302,70265,San Jose,TRUE,42.46,0,2.12,0
5590,92,116,24,133,41,17,157,64,40,23,160,314,14207,San Jose,TRUE,31.23,0,2.31,0
5591,166,179,13,0,-166,-179,258,92,79,258,160,127,82316,San Jose,TRUE,68.53,6,8.62,7.61
5598,107,124,17,0,-107,-124,173,66,49,173,160,183,193289,San Jose,TRUE,89.65,6,0,0
5601,53,59,6,98,44,38,119,65,59,21,160,125,83474,San Jose,TRUE,34.22,6,5,0
5609,95,114,18,147,51,33,168,73,54,21,160,271,59693,San Jose,TRUE,37.56,0,2.89,0
5610,91,109,18,120,28,11,157,65,48,37,160,183,51447,San Jose,TRUE,57.07,0,2.85,0
5621,216,220,4,0,-216,-220,300,84,79,300,160,316,92273,San Jose,TRUE,49,0,3.94,0
5623,162,187,25,215,52,28,246,84,59,31,160,308,10769,San Jose,TRUE,60.86,0,6.09,0
5630,113,144,32,0,-113,-144,200,87,55,200,160,270,57551,San Jose,TRUE,73.42,0,7.34,0
5632,114,131,17,154,41,24,187,73,56,33,160,172,12613,San Jose,TRUE,35.23,0,1.76,0
5640,1254,1264,10,0,-1254,-1264,1361,106,96,1361,160,223,192755,San Jose,TRUE,25.41,6,0.89,0
5643,125,144,19,169,44,25,193,68,49,24,160,272,6733,San Jose,TRUE,57.56,0,4.73,0
5644,89,116,27,0,-89,-116,152,62,36,152,160,322,61509,San Jose,TRUE,57.12,0,2.86,0
5645,151,167,16,186,35,19,220,69,52,34,160,316,14207,San Jose,TRUE,43.55,0,1.72,0
5647,51,75,24,0,-51,-75,117,66,42,117,160,179,13200,San Jose,TRUE,19,0,2,0
5650,1026,1165,139,1177,151,12,1195,169,30,18,160,179,77723,San Jose,FALSE,34.76,6,0,0
5653,68,70,2,93,25,23,129,61,59,36,160,320,94776,San Jose,TRUE,60.7,6,3.04,0
5658,104,122,17,0,-104,-122,174,70,53,174,161,38,9422,Mountain View,TRUE,101.97,0,4.41,0
5661,149,184,35,0,-149,-184,212,63,28,212,161,264,57296,Mountain View,TRUE,17.42,0,3,0
5666,83,89,6,116,33,27,150,67,61,34,161,77,14407,Mountain View,TRUE,39.06,0,3.04,0
5668,215,227,12,0,-215,-227,279,64,52,279,161,3,36970,Palo Alto,TRUE,65.16,0,2.72,0
5671,1054,1106,51,1111,57,6,1125,70,19,13,163,12,3051,Palo Alto,FALSE,22.26,6,0.74,0
5672,1170,1192,22,1220,50,28,1241,71,49,20,163,86,62121,Palo Alto,TRUE,23.24,0,2,0
5677,1055,1092,37,1102,47,10,1126,71,34,24,163,6,3009,Palo Alto,FALSE,106.91,0,4.64,0
5680,1061,1076,15,1094,32,17,1137,76,61,44,163,43,1171,Mountain View,FALSE,131.5,0,5.49,9.24
5689,39,41,2,0,-39,-41,111,72,70,111,163,211,14043,Palo Alto,FALSE,32.1,0,1.2,0
5694,1104,1118,14,0,-1104,-1118,1186,82,69,1186,163,9,2208,Palo Alto,TRUE,30.96,0,1.14,0
5698,939,1054,115,1090,151,36,1127,188,73,37,163,4,10342,Palo Alto,FALSE,157.56,0,13.38,0
5700,1028,1093,65,1130,102,37,1157,129,64,27,163,107,10557,Palo Alto,FALSE,14.65,0,3,0
5701,1132,1134,2,1164,32,30,1210,78,76,46,163,20,89373,Palo Alto,TRUE,93.22,6,4.01,0
5702,1043,1086,42,1096,53,11,1135,91,49,39,163,217,2469,Mountain View,FALSE,35.91,0,2,0
5703,1099,1102,3,1144,45,42,1167,69,66,24,163,88,5673,Mountain View,TRUE,111.3,0,4.84,0
5709,1116,1142,26,1154,39,12,1193,78,52,39,163,9,9180,Palo Alto,TRUE,98.32,0,4.24,0
5710,1064,1077,12,0,-1064,-1077,1137,73,60,1137,163,43,1171,Mountain View,FALSE,24.98,0,0.87,0
5712,1035,1040,5,1081,46,41,1099,65,60,19,163,9,4484,Palo Alto,FALSE,49.39,0,5.98,0
5713,35,37,1,70,35,33,111,76,75,41,163,9,1376,Palo Alto,TRUE,98.87,0,4.27,0
5714,1093,1098,6,1166,74,68,1190,98,92,24,163,107,12708,Palo Alto,FALSE,259.08,0,11.36,0
5715,1032,1071,39,1090,58,19,1138,106,67,48,163,59,111341,Palo Alto,FALSE,106.1,6,6,0
5730,1035,1046,11,1096,60,49,1129,93,82,33,163,8,4429,Palo Alto,FALSE,173.49,0,14.85,0
5733,349,0,-349,1076,728,1076,1122,774,1122,46,163,9,79156,Palo Alto,FALSE,564.49,0,0,0
5738,1078,1140,62,1152,74,12,1171,93,31,19,163,105,10553,Palo Alto,FALSE,28.73,0,1.44,0
5740,1057,1112,55,1143,85,31,1164,107,52,21,163,32,2704,Palo Alto,FALSE,17.96,0,1.65,0
5748,157,1110,953,1138,981,27,1151,994,41,13,163,5,11795,Palo Alto,FALSE,127.78,0,10.64,0
5750,1053,1059,5,0,-1053,-1059,1121,68,62,1121,163,96,2639,Palo Alto,FALSE,33.19,0,2.5,0
5752,1039,1082,43,1112,73,30,1149,110,67,37,163,28,12030,Palo Alto,FALSE,276.26,0,17.02,0
5754,1081,1081,0,1124,43,43,1144,63,63,20,163,68,78104,Palo Alto,FALSE,127.6,6,5.31,0
5755,1158,1186,27,1205,46,19,1222,64,37,18,163,123,8288,Palo Alto,TRUE,60.77,0,5.02,0
5756,1162,1175,13,1210,47,35,1231,69,56,22,163,79,11956,Palo Alto,TRUE,25.62,0,0.9,0
5760,1032,1042,10,0,-1032,-1042,1099,68,58,1099,163,8,4484,Palo Alto,FALSE,37.54,0,4.35,0
5761,1148,1148,1,1173,25,25,1210,62,62,37,163,68,8276,Palo Alto,TRUE,249.35,0,32.73,0
5765,1056,1067,11,1098,43,32,1121,65,54,22,163,264,1171,Mountain View,FALSE,153.3,0,5,0
5767,1085,1085,0,0,-1085,-1085,1153,68,68,1153,163,98,10688,Palo Alto,FALSE,75.93,0,6.43,0
5780,72,115,43,135,63,20,151,79,36,15,165,76,37090,Mountain View,FALSE,47.81,0,5.76,0
5789,121,136,15,145,24,9,187,66,50,42,166,4,6174,Palo Alto,TRUE,32.05,0,1.19,0
5796,1121,1137,16,1153,31,15,1211,90,74,59,166,205,44309,Palo Alto,TRUE,31.94,0,1.6,0
5797,1106,1146,40,1155,49,9,1172,66,26,17,166,106,2022,Palo Alto,FALSE,27.26,0,2.92,0
5801,85,104,19,0,-85,-104,199,114,95,199,166,19,1271,Palo Alto,TRUE,73.37,0,11.01,0
5803,1345,1382,36,1414,69,32,1434,89,52,20,166,8,2454,Palo Alto,FALSE,59.77,0,4.94,0
5805,25,44,19,0,-25,-44,91,66,47,91,166,62,73126,Palo Alto,TRUE,52.71,0,4.29,0
5806,189,221,32,0,-189,-221,258,69,37,258,166,105,191885,Palo Alto,TRUE,62.88,6,0,0
5807,1138,1140,1,1150,12,10,1209,70,69,59,166,15,8646,Palo Alto,TRUE,19,0,2,0
5808,985,1036,51,1084,99,48,1107,122,70,22,166,9,11148,Palo Alto,FALSE,132.49,0,5.54,0
5809,1151,1162,11,1190,38,27,1255,104,93,65,166,8,8755,Palo Alto,TRUE,96.15,0,4.14,0
5810,1048,1103,55,1121,73,18,1133,85,30,11,166,6,4087,Palo Alto,FALSE,57.48,0,2.36,0
5812,178,185,6,205,27,21,242,64,57,37,166,27,542,Palo Alto,TRUE,28.78,0,1.44,0
5813,170,178,8,208,38,30,246,76,68,38,166,107,56190,Palo Alto,TRUE,76.63,0,9.74,0
5814,66,106,40,134,69,29,149,84,44,15,166,80,2405,Palo Alto,TRUE,83.83,0,7.14,0
5816,118,168,50,0,-118,-168,214,97,46,214,166,107,1383,Palo Alto,TRUE,38.57,0,1.93,0
5817,1144,1196,52,1205,61,9,1227,83,32,23,166,4,79593,Palo Alto,FALSE,34.82,6,2.65,0
5819,1102,1133,31,1134,32,1,1180,78,47,46,166,4,3669,Palo Alto,TRUE,33.19,0,1.66,0
5821,1059,1063,4,1107,48,44,1127,68,64,20,166,249,1173,Palo Alto,FALSE,224.12,0,19.5,0
5822,1031,1074,43,1126,95,52,1172,142,98,47,166,63,91848,Palo Alto,FALSE,397.07,0,17.7,414.77
5823,1138,1145,7,1171,33,26,1202,64,57,31,166,27,91464,Palo Alto,TRUE,26.5,0,0.94,0
5825,41,51,11,0,-41,-51,148,107,96,148,166,63,191333,Mountain View,FALSE,104.58,6,5,0
5826,118,170,51,0,-118,-170,216,98,46,216,166,9,11839,Palo Alto,TRUE,28.24,0,1.02,0
5831,1107,1143,36,1169,62,26,1186,79,43,17,166,233,10350,Palo Alto,TRUE,15.81,0,1.35,0
5832,173,174,1,0,-173,-174,246,73,72,246,166,8,3069,Palo Alto,TRUE,20.03,0,1.93,0
5837,85,86,0,103,18,17,188,103,102,85,166,63,11954,Palo Alto,TRUE,27.7,0,1.99,0
5840,45,47,1,0,-45,-47,107,61,60,107,166,124,555,Mountain View,TRUE,85.65,0,7.32,0
5844,1072,1109,37,1115,43,6,1156,83,47,40,166,207,22183,Palo Alto,FALSE,41.02,0,1.61,0
5847,973,1090,117,1104,131,14,1122,150,32,19,166,48,52511,Palo Alto,FALSE,41.18,6,1.61,0
5852,59,65,6,0,-59,-65,124,65,59,124,166,258,3087,Palo Alto,TRUE,37.86,0,2.93,0
5853,1160,1168,8,1189,28,21,1257,96,89,68,166,91,6440,Palo Alto,TRUE,81.04,0,10.35,0
5855,1176,1179,3,1185,9,6,1260,84,81,75,166,7,1715,Palo Alto,TRUE,71.79,0,9.07,0
5857,137,138,1,149,12,11,224,87,86,75,166,47,3319,Palo Alto,TRUE,78.21,0,3.91,0
5858,1108,1135,27,1146,39,12,1175,67,40,29,166,59,103619,Palo Alto,TRUE,23.24,6,4,0
5860,1052,1099,47,0,-1052,-1099,1161,108,61,1161,166,124,4087,Palo Alto,FALSE,40.78,0,1.59,0
5863,55,105,50,0,-55,-105,129,74,23,129,166,100,109976,Palo Alto,TRUE,67.33,6,3.37,0
5864,50,68,18,0,-50,-68,146,97,79,146,166,41,13807,Palo Alto,TRUE,126.73,0,15.82,0
5865,1056,1072,16,1108,52,36,1136,80,64,27,166,312,6245,Palo Alto,FALSE,108.46,0,4.7,0
5872,1004,1124,120,1135,131,11,1165,161,41,30,166,72,8076,Palo Alto,FALSE,262.86,0,11.5,0
5877,1145,1155,10,1220,75,65,1239,94,84,19,166,107,1081,Palo Alto,TRUE,39.11,0,1.96,0
5879,970,1066,96,1095,125,29,1132,161,66,36,166,20,5661,Palo Alto,FALSE,72.38,0,3.05,0
5880,1130,1160,31,1165,35,5,1193,63,32,28,166,53,5668,Palo Alto,TRUE,71.74,0,3.02,0
5881,1111,1121,11,1168,58,47,1191,81,70,23,166,9,25813,Palo Alto,TRUE,131.52,6,0,0
5882,1168,1176,8,1191,22,15,1263,95,87,72,166,20,8392,Palo Alto,TRUE,43.83,0,2.19,0
5889,1315,1316,0,0,-1315,-1316,1383,68,68,1383,167,170,13380,San Jose,TRUE,46.18,0,1.84,0
5894,968,1074,106,1090,122,16,1102,134,28,12,167,292,5264,San Jose,FALSE,20.6,0,0,0
5895,71,79,8,0,-71,-79,132,61,54,132,167,201,156406,San Jose,TRUE,39.57,6,4,0
5903,211,218,7,0,-211,-218,279,68,62,279,167,135,90099,San Jose,TRUE,39.82,0,3.98,0
5906,1302,1303,1,1352,50,49,1373,71,70,21,167,267,11870,San Jose,TRUE,23.4,5,0.8,0
5907,99,129,30,161,62,32,180,81,51,19,167,186,110080,San Jose,TRUE,63.37,6,5.27,0
5915,1310,1311,1,0,-1310,-1311,1375,65,64,1375,167,170,13706,San Jose,TRUE,79.19,0,3.96,0
5917,166,170,4,0,-166,-170,236,70,66,236,167,169,71100,San Jose,TRUE,39.39,0,1.97,0
5921,184,193,9,230,46,37,247,63,54,17,167,147,75255,San Jose,TRUE,33.13,6,0,0
5922,95,96,1,108,13,12,190,95,94,82,167,127,13082,San Jose,TRUE,40.15,0,4.71,0
5923,4,7,3,0,-4,-7,66,63,59,66,167,300,82505,San Jose,TRUE,66.27,6,6.63,0
